COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,40.29,38.45,52.46,56.68,63.12,64.97,70.36,73.33,76.21,77.15,63.38
ATKINSON,44.71,41.65,48.60,54.60,56.93,65.15,62.86,63.46,75.91,68.72,59.42
BACON,45.41,40.32,55.89,60.93,67.25,65.86,68.55,72.66,73.07,75000,64.15
BAKER,42000,46.99,50.67,61.84,60.58,72.38,74.21,75.45,79.15,77.94,67.05
BALDWIN,50.84,39.56,52.02,58.02,64.21,68.12,72.10,75.28,79.63,78.63,65.23
BANKS,55.75,46.68,61.02,65.72,71.35,70.37,72.20,73.30,76.43,74.63,68.06
BARROW,48.51,48.96,56.64,63.74,65.89,67.28,67.71,71.43,75.50,75.50,64.44
BARTOW,46.13,41.61,49.84,58.29,62.50,66.02,67.38,69.67,72.89,70.93,61.20
BEN HILL,40.16,37.98,48.76,56.30,60.77,67.88,66.87,70.71,75.73,74.63,61.96
BERRIEN,42.72,41.88,48.87,55.31,63.16,65.73,64.11,66.99,73.53,71.88,61.07
BIBB,44.19,42.39,49.77,57.84,62.31,66.51,70.37,73.53,76.07,73.93,62.24
BLECKLEY,49.32,45.71,60.04,68.55,71.18,74.53,80.68,79.34,83.79,78.78,70.47
BRANTLEY,42.37,41.39,52.78,58.29,61.41,63.55,68.10,69.21,72.40,71.56,61.62
BROOKS,42.37,37.76,50.86,52.83,62.39,64.37,69.01,70.48,75.69,72.09,61.87
BRYAN,40.99,37.86,50.52,55.23,57.97,63.23,66.45,71.44,73.30,71.98,59.21
BULLOCH,53.58,31.22,45.30,56.96,62.85,66.10,69.07,70.80,73.26,73.16,58.35
BURKE,43.62,43.02,50.85,60.91,65.27,67.73,67.04,70.99,74.33,75.30,63.20
BUTTS,44.23,42.24,56.84,62.61,65.45,69.88,71.52,75.16,78.34,77.72,65.87
CALHOUN,43.27,42.58,52.44,60.76,62.70,71.60,72.20,77.54,79.25,75.03,65.97
CAMDEN,37.52,30.96,37.55,44.32,52.32,58.85,64.95,68.07,70.16,71.35,54.51
CANDLER,50.28,43.55,54.15,63.25,66.21,70000,69.69,72.71,77.54,73.89,65.70
CARROLL,51.63,40.32,52.34,58.62,64.05,67.28,69.88,71.38,75.26,74.45,62.78
CATOOSA,43.04,38.30,49.40,56.60,61.10,65.45,67.05,70.44,73.83,69.97,60.69
CHARLTON,54.47,42.75,50.83,55.38,62.08,63.43,69.62,72.89,74.44,76.45,64.19
CHATHAM,38.92,36.94,43.13,50.36,56.75,61.61,65.16,69.27,73.94,75.09,57.10
CHATTAHOOCHEE,23.41,16.38,17.51,22.57,27.21,39.15,48.89,56.63,63.85,62.25,32.48
CHATTOOGA,40.79,34.59,46.88,57.78,61.18,64.56,66.29,69.66,74.46,70.60,60.61
CHEROKEE,52.88,47.90,59.23,65.39,70.84,72.87,74.80,76.16,77.85,77.58,68.65
CLARKE,63.15,40.61,42.42,50.93,57.09,63.05,65.78,69.47,74.04,76.06,58.71
CLAY,36.43,37.87,48.91,66.44,58.72,72000,75.36,77.38,83.70,78.49,67.66
CLAYTON,37.59,36.80,42.82,48.88,55.81,60.37,62.65,65.85,69.37,66.81,53.46
CLINCH,38.56,38.83,50000,59.75,61.65,67.65,65.38,66.25,66.58,67.83,59.20
COBB,51.20,46.77,54.34,61.64,67.46,71.44,73.61,76.02,77.67,77.97,66.04
COFFEE,42.50,38.58,50.90,56.96,61.24,64.08,65.82,68.97,72.75,71.44,60.12
COLQUITT,39.13,36.38,46.97,54.04,57.89,61.08,61.85,67.61,70.38,68.48,57.77
COLUMBIA,51.39,44.29,51.55,57.38,63.90,67.67,71.93,73.77,77.84,76.28,64.31
COOK,43.04,41.09,54.45,59.61,66.16,64.72,72.16,71.05,71.60,74.36,63.13
COWETA,49.53,44.50,56.77,61.75,64.83,70.28,73.38,74.03,75.92,76.23,65.75
CRAWFORD,46.23,44.82,53.36,61000,63.32,68.67,71.73,75.75,74.06,77.93,66.43
CRISP,38.64,36.15,44.51,49.46,57.17,62.12,64.92,70.88,73.66,75.10,59.42
DADE,42.53,30.13,46.74,53.17,55.68,59.90,65.48,69.39,72.77,66.15,57.19
DAWSON,53.30,49.40,59.88,64.77,69.93,71.83,74.12,77.26,80.14,80.94,71.01
DECATUR,41.15,35.59,46.22,52.53,61.28,65.41,68.24,71.21,72.41,71.35,59.82
DEKALB,45.61,45.32,50.74,55.79,61.16,65.59,68.59,70.99,73.72,71.49,60.36
DODGE,44.42,40.67,51.39,59.19,61.26,68.04,68.54,69.04,73.01,73.55,63.24
DOOLY,36.93,39.66,50.64,55.58,53.21,62.45,67.70,68.80,75.52,71.64,60.57
DOUGHERTY,35.66,29.76,40.53,48.89,55.66,59.17,63.93,65.61,71.28,68.26,53.44
DOUGLAS,48.06,42.17,50.57,59.53,64.22,69000,71.01,72.02,74.83,74.70,63.06
EARLY,43.33,38.69,49000,57.75,67.81,66.88,67.25,73.72,78.82,72.52,62.79
ECHOLS,50.99,40.49,52.17,54.05,63.93,65.49,72.83,72.89,74.51,70.77,62.66
EFFINGHAM,44.10,43.25,54.49,60.51,62.11,67.24,69.07,72.33,74.69,75.13,62.87
ELBERT,47.39,42.06,49.24,56.82,66.55,66.77,69.30,70.71,77.99,77.05,65.28
EMANUEL,39.68,41.67,48.37,55.76,60.23,66.84,68.43,72.55,75.78,72.89,61.37
EVANS,42.16,41.16,50.23,60.75,63.61,68.07,68.46,75.91,76.69,79.52,65.11
FANNIN,53.28,42.12,49.70,57.24,62.09,63.59,70.77,72.98,76.97,73.70,66.81
FAYETTE,52.44,42.09,53.29,66.43,71.75,74.34,78.26,79.77,82.48,82.04,70.76
FLOYD,46.39,40.42,47.72,56.84,62.43,66.05,68.01,71.78,74.05,71.66,62.07
FORSYTH,54.74,47.25,63.29,69.62,73.86,76.46,77.22,77.82,78.11,79.24,71.37
FRANKLIN,50.73,46.59,54.86,61.49,63.66,70.54,69.42,72.24,73.73,73.86,65.78
FULTON,42.44,43.70,47.88,53.76,59.41,64.01,65.03,66.06,68.65,67.40,57.07
GILMER,49.89,42.85,50.87,58.23,64.90,68.16,70.97,72.93,77.42,75.84,67.65
GLASCOCK,62.36,54.78,57.45,66.67,77.84,72.34,74.19,77.61,78.71,81.56,72.20
GLYNN,38.71,34.39,43.03,51.56,55.42,60.66,63.90,67.22,74.29,74.89,59.85
GORDON,45.11,38.02,50.96,59.27,64.94,67.37,67.47,70.29,73.43,72.90,62.00
GRADY,43.43,38.44,50.57,52.54,60.55,64.89,69.40,71.34,70.14,69.70,60.95
GREENE,47.74,47.15,55.26,62.30,66.04,72.12,73.95,76.24,80.44,81.76,71.75
GWINNETT,48.99,42.93,52000,59.79,64.60,69.05,71.78,72.86,74.34,71.92,62.86
HABERSHAM,51.33,45.64,52.45,60.99,68.28,70.95,73.98,73.26,77.78,74.32,66.97
HALL,51.34,45.82,53.39,59.81,65.39,69000,71.76,73.56,76.74,76.26,65.71
HANCOCK,41.19,40.43,43.70,53.96,49.01,63.18,68.92,69.35,72.76,69.59,60.30
HARALSON,50.68,43.60,54.93,62.06,67.32,68.55,69.01,71.64,75.96,75.44,65.24
HARRIS,52.95,44.55,54.20,65.04,66.90,72.37,75.51,75.98,79000,75.99,68.41
HART,50.13,41.39,49.55,59.90,62.90,68.72,70.20,73.69,77.49,75.17,66.28
HEARD,42.99,36.80,48.41,54.33,64.87,63.99,64.51,71.76,76.71,73.65,61.67
HENRY,49.28,44.01,54.17,63.01,68.48,70.85,73.59,74.75,75.54,74.34,65.09
HOUSTON,43.79,38.85,47.32,55.69,60.01,64.38,70.15,72.98,74.42,74.15,60.71
IRWIN,49.23,41.30,58.41,60.37,65.11,72.08,72.48,72.35,78.24,75.79,66.46
JACKSON,52.71,49.23,60.61,69.39,70.02,73.92,74.21,75.12,77.88,78.26,69.27
JASPER,47.35,45.52,55.26,60.30,65.34,68.41,75.48,74.24,76.60,75.64,66.44
JEFF DAVIS,47000,37.89,49.63,51.24,61.84,63.15,68.06,70.57,72.22,73.80,61.35
JEFFERSON,48.39,46.88,49.57,60.89,61.13,65.73,69.69,72.02,75.36,72.97,64.18
JENKINS,37.62,41.83,44.03,54.48,59.54,66.05,60.13,67.91,69.73,70.82,59.34
JOHNSON,53.86,49.33,55.98,66.92,69.48,76.28,74.71,76.68,77.62,72.64,68.55
JONES,47.76,45.02,56.95,66.43,70.05,72.76,77.14,77.67,81.46,80.57,69.41
LAMAR,47.48,42.83,52.50,57.13,66.20,68.91,68.75,74.14,76.30,74.73,64.49
LANIER,37.05,36.35,45.88,49.11,53.72,58.28,64.38,70.65,67.14,70.18,56.20
LAURENS,48.50,49.91,60.42,68.74,71.78,73.41,75.54,76.61,80.03,80.07,70.23
LEE,46.27,45.62,58.92,62.62,65.55,69.03,70.14,73.59,76.67,75.98,65.13
LIBERTY,27.84,22.91,28.57,35.17,45.04,53.05,60.98,66.96,71.64,72.45,46.21
LINCOLN,58.05,53.15,49.75,60.06,62.56,67.44,75.09,76.99,80.17,79.47,69.76
LONG,32.92,33.65,38.08,43.13,51.05,56.25,60.58,62.95,70.04,64.29,49.81
LOWNDES,43.58,33.68,43.25,50.75,56.91,62.62,66.57,69.29,72.83,71.18,56.66
LUMPKIN,56.77,44.72,51.26,59.01,63.17,68.06,71.89,76.40,79.34,76.74,66.76
MCDUFFIE,43.08,42.92,53.21,58.56,64.01,68.51,67.60,70.28,75.55,76.37,63.77
MCINTOSH,46.38,45.86,51.08,53.04,59.50,62.70,68.50,72.86,75.19,76.51,64.84
MACON,39.15,38.26,45.09,53.02,60.32,63.13,68.39,68.01,75.38,69.55,59.94
MADISON,48.91,47.10,60.33,65.12,69.93,72.37,76.11,75.02,80.45,78.32,68.62
MARION,39.64,38.39,49.63,53.89,59.34,59.95,66.22,63.29,69.98,72.29,59.30
MERIWETHER,43.37,42.75,47.02,56.05,61.51,68.21,68.46,72.63,76.05,71.29,62.74
MILLER,44.74,38.30,47.22,56.55,58.98,64.37,67.86,70.34,70.77,73.83,61.80
MITCHELL,39.43,36.89,49.41,54.67,59.31,63.08,68.31,70.76,74.05,70.25,60.10
MONROE,53.85,45.33,54.42,66.29,68.54,73.67,74.54,76.67,80.02,77.82,69.28
MONTGOMERY,50.42,45.69,61.29,60.41,65.74,65.97,71.40,74.67,78.67,77.61,67.32
MORGAN,55.11,53.28,64.33,70.17,74.67,78.63,81.21,80.57,82.49,84.31,74.79
MURRAY,46.72,42.71,52.21,58.07,60.17,63.22,67.95,66.99,71.72,67.66,60.46
MUSCOGEE,34.03,31.80,37.76,42.73,49.52,56.46,61.56,65.30,70.20,70.68,51.85
NEWTON,46.08,41.74,51.80,58.47,64.09,68.24,69.41,71.62,71.93,74.87,62.51
OCONEE,61.18,47.76,63.35,74.06,76.36,78.36,79.88,81.61,83.48,81.20,73.81
OGLETHORPE,53.98,50.21,61.51,66.95,71.93,75.33,79.03,81.32,81.36,81.36,72.41
PAULDING,50.17,47.43,58.63,64.80,69.42,72.07,74.20,74.81,76.08,75.14,66.44
PEACH,43.35,34.87,46.87,53.38,63.35,67.07,70.37,72.63,76.07,73.03,60.31
PICKENS,50.90,45.66,54.59,61.13,64.82,70.09,71.61,75.26,76.83,77.47,68.13
PIERCE,47000,45.43,51.64,62.46,63.70,71.13,69.16,70.18,74.83,76.14,65.24
PIKE,56.37,49.03,63.94,67.89,74.70,76.57,78.48,76.63,79.48,77.96,71.14
POLK,47.02,43.26,50.60,57.47,61.66,67.24,69.15,69.70,74.77,74.10,63.28
PULASKI,47.69,41.43,47.46,54.59,59.90,64.85,72.75,72.25,74.95,74.31,64.01
PUTNAM,44.53,43.59,51.19,55.43,62.93,68.79,70.66,76.01,80.22,82.06,68.76
QUITMAN,40.87,46.55,43.12,44.44,51.55,71.43,68.79,70.14,73.81,77.90,64.87
RABUN,51.62,41.37,48.81,64.25,68.63,70.04,70.29,74.42,77.22,80.89,69.86
RANDOLPH,43.02,45.41,50.77,55.52,64.58,67.45,70.36,73.42,79.56,75.84,65.01
RICHMOND,40.17,38.02,41.64,47.47,54.58,59.04,63.59,68.10,72.11,72.31,55.90
ROCKDALE,46.15,39.31,47.55,57.91,63.08,67.60,71.84,74.51,75.55,72.40,62.54
SCHLEY,58.25,47.95,60.27,70.93,67.86,77.35,68.03,74.36,78.33,78.08,69.43
SCREVEN,44.14,41.46,46.84,54.76,60.12,66.04,66.31,68.11,74.24,73.49,61.64
SEMINOLE,38.73,37.24,42.95,55.45,58.41,60.43,64.76,68.61,72.17,68.75,59.39
SPALDING,43.04,39.61,47.18,54.44,61.03,63.50,65.10,67.83,73.96,73.36,60.68
STEPHENS,44.63,35.52,45.67,55.73,57.54,61.46,64.17,69.51,72.07,71.26,60.27
STEWART,46.56,54.13,54.88,53.47,63.38,72.84,68.48,75000,81.31,71.48,65.63
SUMTER,41.75,35.79,44.20,55000,60.21,66.28,69.67,70.93,75.24,70.42,60.03
TALBOT,50.24,45.87,54.86,63.57,65.81,70.81,75.37,78.34,84.93,78.13,70.06
TALIAFERRO,48.28,45.78,64.77,69.77,58.75,76.19,78.79,69.83,81.42,81.54,71.72
TATTNALL,44.13,37.83,48.90,58.31,63.61,67.41,66.60,73.21,74.20,74.87,62.91
TAYLOR,49.41,48.15,54.90,66.37,65.87,69.52,70.83,73.05,78.10,77.17,67.43
TELFAIR,47.01,43.23,47.38,56.06,56.96,64.48,65.76,71.28,71.54,72.77,62.63
TERRELL,40.71,41.36,44.54,57.93,56.28,68.10,73.20,73.66,76.30,76.15,62.83
THOMAS,45.36,39.49,50.30,59000,62.48,67.01,66.40,70.26,73.41,69.89,61.84
TIFT,42.43,39.65,50.15,54.13,60.57,65.05,67.60,72.70,74.65,73.73,61.09
TOOMBS,40.77,38.80,49.54,57.27,59.95,66.77,64.33,68.71,73.64,72.92,60.93
TOWNS,56.59,50.54,55.10,59.31,65.94,72000,74.65,77.71,85.02,81.81,73.63
TREUTLEN,47.15,44.97,51.92,60.85,65.62,63.16,68.32,67.46,76.11,74.95,63.95
TROUP,43.58,37.55,48.29,55.73,58.49,64.79,67.74,68.58,73.50,70.59,59.61
TURNER,43.90,35.37,50.22,56.70,57.11,68.11,67.31,71.51,74.95,72.34,61.32
TWIGGS,47.71,47.25,52.37,60.64,61.03,65.73,68.40,70.01,76.66,74.92,65.01
UNION,57.66,46.51,55.27,63.38,67.52,70.90,71.84,76.59,81.22,78.17,72.25
UPSON,49.08,42.47,52.90,61.79,64.41,69.58,71.21,73.78,76.55,75.31,65.78
WALKER,43.46,35.22,48.14,53000,58.12,62.13,64.17,68.28,72.48,65.09,58.35
WALTON,50.93,45.40,57.14,65.02,68.69,72.10,72.54,75.07,78.44,76.18,67.16
WARE,40.73,38.85,46.40,54.79,60.28,64.62,66.02,69.97,74.97,73.98,61.44
WARREN,44.62,48.24,47.71,60.56,60.96,68.17,70.06,71.12,74.27,74.16,64.57
WASHINGTON,44.51,47.01,53000,64.04,66.39,71.60,71.55,74.81,79.08,75.58,66.46
WAYNE,40.91,36.05,48.67,55.92,60.42,64.08,68.88,70.62,77.23,75.70,61.78
WEBSTER,46.99,53.85,60.61,61.82,72.41,77.05,73.72,81.29,81.88,78.52,70.61
WHEELER,55.16,47.66,53.23,62.29,63.98,68.02,77.17,73.99,81.52,77.01,68.67
WHITE,53.74,42.97,52.13,61.54,67.11,68.25,71.35,74000,76.34,77.33,67.92
WHITFIELD,48.14,41.46,50.11,57.13,62.87,65.66,68.77,72.63,74.86,73.81,62.31
WILCOX,43.06,42.76,56.67,63.14,62.31,69.46,65.98,69.93,82.04,73.71,64.53
WILKES,46.32,47.02,52.40,61.31,69.23,71.92,73.62,71.95,78.53,75.73,67.64
WILKINSON,50.08,45.30,57.23,65.44,65.80,73.33,75.41,75.71,82.06,80.80,69.51
WORTH,45.35,39.56,49.19,56.93,66.91,69.84,69.14,73.20,76.57,73.76,63.80
TOTAL,46.36,41.96,49.95,57.25,62.89,67.20,69.62,71.75,74.64,73.68,61.99
