COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,128.0,151.0,0.00,27.00,25.00,0.00,0.00,6.000,0.00,90.00,75.00,0.00,22.00,24.00,1.000,4512.0,3955.0,0.00,1247.0,954.0,11217.0
ATKINSON,2.000,41.00,36.00,0.00,4.000,9.000,0.00,4.000,1.000,1.000,129.0,88.00,0.00,0.00,2.000,0.00,1718.0,1472.0,1.000,527.0,396.0,4431.0
BACON,1.000,145.0,149.0,0.00,14.00,9.000,0.00,0.00,3.000,0.00,35.00,34.00,0.00,9.000,10.00,2.000,2669.0,2325.0,1.000,566.0,343.0,6315.0
BAKER,0.00,16.00,16.00,0.00,5.000,3.000,0.00,1.000,0.00,0.00,12.00,3.000,0.00,6.000,4.000,0.00,599.0,547.0,0.00,557.0,425.0,2194.0
BALDWIN,3.000,329.0,375.0,0.00,72.00,53.00,0.00,12.00,11.00,0.00,101.0,65.00,0.00,97.00,87.00,6.000,7296.0,6309.0,3.000,6028.0,4160.0,25007.0
BANKS,5.000,209.0,259.0,0.00,20.00,20.00,0.00,6.000,2.000,0.00,68.00,89.00,0.00,44.00,39.00,3.000,4881.0,4503.0,0.00,84.00,111.0,10343.0
BARROW,24.00,1791.0,1939.0,1.000,170.0,167.0,0.00,14.00,11.00,5.000,832.0,707.0,1.000,463.0,378.0,34.00,18095.0,15857.0,7.000,2822.0,2135.0,45453.0
BARTOW,22.00,3127.0,3353.0,0.00,210.0,208.0,0.00,30.00,25.00,1.000,677.0,665.0,1.000,173.0,164.0,22.00,26562.0,23762.0,3.000,3521.0,2698.0,65224.0
BEN HILL,1.000,110.0,105.0,0.00,17.00,11.00,0.00,1.000,0.00,0.00,70.00,56.00,0.00,23.00,20.00,1.000,3191.0,2721.0,0.00,2103.0,1299.0,9729.0
BERRIEN,3.000,196.0,219.0,0.00,20.00,29.00,0.00,7.000,4.000,0.00,69.00,52.00,0.00,14.00,20.00,4.000,4874.0,4298.0,0.00,634.0,481.0,10924.0
BIBB,67.00,1982.0,2132.0,1.000,431.0,342.0,0.00,38.00,35.00,4.000,461.0,298.0,3.000,464.0,490.0,20.00,23105.0,19483.0,30.00,30703.0,21270.0,101359.0
BLECKLEY,2.000,103.0,100.0,0.00,13.00,9.000,0.00,2.000,1.000,0.00,22.00,12.00,0.00,15.00,23.00,3.000,2851.0,2570.0,1.000,872.0,547.0,7146.0
BRANTLEY,2.000,185.0,227.0,0.00,19.00,15.00,0.00,4.000,6.000,0.00,24.00,22.00,0.00,10.00,5.000,1.000,5059.0,4504.0,0.00,169.0,111.0,10363.0
BROOKS,0.00,266.0,291.0,0.00,31.00,31.00,0.00,3.000,6.000,0.00,67.00,45.00,0.00,14.00,9.000,2.000,3089.0,2708.0,0.00,2158.0,1584.0,10304.0
BRYAN,11.00,1174.0,1197.0,1.000,155.0,117.0,0.00,17.00,25.00,1.000,348.0,272.0,0.00,173.0,128.0,9.000,10116.0,8768.0,4.000,1975.0,1468.0,25959.0
BULLOCH,12.00,1671.0,1681.0,0.00,173.0,150.0,0.00,8.000,5.000,1.000,247.0,225.0,0.00,148.0,153.0,14.00,14679.0,13342.0,8.000,6743.0,4827.0,44087.0
BURKE,2.000,304.0,350.0,0.00,38.00,28.00,0.00,4.000,8.000,0.00,34.00,43.00,0.00,28.00,15.00,6.000,3662.0,3402.0,2.000,4102.0,2984.0,15012.0
