ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,6.64,13.43,13.36,0.00,11.11,32.60,6.95,17.15
2016 Primary,0.91,2.11,1.32,0.00,1.52,7.26,0.76,3.12
2016 Primary Runoff,0.00,0.00,0.00,0.00,0.00,2.32,0.38,0.71
2016 General,38.15,45.38,48.65,87.50,44.93,57.76,33.33,47.22
2018 Primary,6.30,7.09,4.67,7.14,5.00,14.33,5.70,8.23
2018 Primary Runoff,4.44,2.58,1.33,7.69,2.56,13.00,4.45,5.58
2018 General,37.78,43.83,42.74,26.67,45.88,52.03,32.42,43.58
