ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,30.13,0.00,0.00,33.33,45.34,57.14,41.07
2016 Primary,0.00,13.74,0.00,0.00,33.33,39.59,22.22,32.36
2016 Primary Runoff,0.00,0.64,0.00,0.00,33.33,12.07,0.00,8.93
2016 General,0.00,64.40,50.00,0.00,33.33,77.49,41.67,73.52
2018 Primary,0.00,21.43,0.00,0.00,0.00,26.29,3.12,24.24
2018 Primary Runoff,0.00,5.54,25.00,0.00,0.00,25.81,6.45,20.07
2018 General,0.00,64.82,75.00,100.0,20.00,73.12,21.88,69.55
