AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,3.12,11.18,2.63,0.00,9.11,12.42,9.17,10.96
25-29,8.61,13.84,4.41,0.00,14.16,13.03,12.45,13.10
30-34,7.55,20.41,6.00,0.00,14.97,17.24,15.77,18.15
35-39,14.63,26.29,8.83,0.00,15.79,22.86,21.31,23.80
40-44,17.92,32.13,14.07,37.50,15.24,31.54,26.38,30.72
45-49,25.49,37.56,19.09,0.00,23.60,38.16,24.89,36.44
50-54,24.60,45.76,23.72,0.00,29.41,44.32,29.35,43.50
55-59,27.59,50.96,31.31,16.67,30.86,51.75,32.38,49.80
60-64,28.70,57.21,29.11,0.00,29.82,58.08,37.11,55.98
65-OVER,34.82,60.32,36.73,40.00,29.13,62.17,46.90,60.45
TOTAL,19.16,34.00,14.26,8.11,17.24,38.75,22.09,34.63
