AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,11.97,17.07,12.85,20.31,13.81,19.69,13.42,17.50
25-29,11.28,20.93,14.14,16.00,15.43,21.85,11.16,20.11
30-34,15.64,31.47,21.15,22.22,23.40,31.04,18.34,29.46
35-39,27.52,40.90,27.25,32.14,30.82,40.48,23.41,38.59
40-44,31.37,48.53,31.86,20.34,35.22,49.32,28.37,46.57
45-49,34.70,51.88,35.16,41.54,40.81,55.45,31.73,51.90
50-54,33.63,55.84,36.18,34.21,47.24,60.13,31.29,56.54
55-59,35.78,57.69,41.21,37.14,52.15,65.13,32.82,61.21
60-64,35.13,61.86,39.82,65.52,50.91,70.26,39.21,66.44
65-OVER,34.00,60.46,40.74,46.67,59.21,72.62,43.10,69.30
TOTAL,27.08,42.04,26.60,31.21,33.88,52.42,23.33,46.53
