AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,20.79,18.18,0.00,0.00,23.45,9.09,21.33
25-29,0.00,16.91,16.67,0.00,33.33,26.57,23.68,23.52
30-34,0.00,30.77,20.00,50.00,0.00,41.26,32.14,38.02
35-39,100.0,32.32,0.00,0.00,0.00,47.63,13.04,42.51
40-44,0.00,44.40,42.86,0.00,50.00,51.19,21.05,48.58
45-49,66.67,50.00,0.00,100.0,0.00,56.76,43.75,54.46
50-54,33.33,43.40,0.00,0.00,0.00,55.33,30.43,51.46
55-59,0.00,48.78,0.00,0.00,33.33,60.11,50.00,56.39
60-64,25.00,60.09,0.00,100.0,0.00,64.78,47.83,62.89
65-OVER,33.33,51.52,0.00,0.00,0.00,65.99,50.00,63.03
TOTAL,25.93,40.36,16.67,75.00,12.50,53.03,28.78,48.93
