AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0,10,9.52,0,20,0,0,0,0,0,0,0,0,0,0,0,22.15,21.15,0,11.23,7.36,15.54
25-29,0,15.79,16.67,0,28.57,0,0,0,0,0,0,0,0,0,0,0,27.51,22.02,0,17.51,10.88,20.33
30-34,0,5,23.81,0,0,0,0,0,0,0,25,0,0,25,0,0,29.35,32.98,0,25.9,18.26,27.38
35-39,0,20,0,0,33.33,0,0,0,0,0,16.67,25,0,0,0,0,44.13,44.73,0,28.21,13.29,34.49
40-44,0,36.84,23.53,0,100,0,0,0,0,0,0,0,0,100,0,0,37.58,45.9,0,32.57,31.37,37.91
45-49,0,14.29,15.38,0,50,0,0,0,0,0,25,40,0,0,0,0,43.79,46.13,0,37.74,27.91,39.79
50-54,0,14.29,25,0,0,0,0,0,0,0,0,0,0,100,0,0,50.63,51.36,0,48.17,37.89,47.45
55-59,0,33.33,53.85,0,0,0,0,0,0,0,0,25,0,0,100,0,65.35,59.74,0,55.45,39.34,57.87
60-64,0,50,23.08,0,0,0,0,100,0,0,0,100,0,0,0,0,62.84,69.62,0,59.89,48.33,62.07
65-OVER,0,38.46,44.83,0,100,0,0,0,0,0,33.33,50,0,0,0,0,59.7,66.59,0,51.16,51.84,59.47
TOTAL,0.0,21.13,21.59,0,30.43,0.0,0,50.0,0.0,0,12.12,20.69,0,18.75,10.0,0.0,48.01,50.46,0.0,36.6,29.14,42.79
