AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,12.06,18.61,15.04,5.56,15.53,25.90,16.04,19.20
25-29,15.91,22.52,16.63,13.16,18.09,27.55,19.29,23.19
30-34,19.87,31.24,24.73,23.40,24.70,35.12,25.60,31.40
35-39,27.61,38.87,29.59,12.50,30.34,43.63,30.08,39.06
40-44,31.97,44.83,36.34,23.81,33.81,51.83,32.45,45.64
45-49,33.96,50.83,40.12,44.44,39.55,58.04,33.97,51.52
50-54,34.97,55.56,38.90,22.22,42.58,63.76,37.56,56.47
55-59,32.24,59.37,41.18,33.33,49.14,67.58,38.47,60.40
60-64,33.74,65.73,45.77,34.78,46.79,71.67,41.77,65.95
65-OVER,33.66,63.90,41.07,28.57,45.34,69.81,41.38,64.87
TOTAL,26.86,43.78,29.48,21.65,30.24,54.48,28.99,45.50
