AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,6.15,4.55,0.00,16.67,14.27,8.62,12.59
25-29,0.00,18.80,8.33,0.00,0.00,18.80,7.32,18.01
30-34,0.00,20.00,11.11,0.00,33.33,22.34,13.46,21.28
35-39,0.00,25.61,36.36,50.00,25.00,30.56,16.67,29.56
40-44,0.00,36.00,22.22,0.00,25.00,37.76,27.27,36.98
45-49,66.67,36.08,28.57,0.00,0.00,36.53,30.77,36.21
50-54,0.00,44.12,28.57,0.00,42.86,44.50,29.03,43.76
55-59,0.00,46.39,33.33,0.00,0.00,49.06,10.53,47.78
60-64,33.33,56.99,0.00,0.00,0.00,59.63,41.67,58.68
65-OVER,33.33,59.26,0.00,100.0,0.00,60.08,31.25,59.44
TOTAL,16.00,35.42,16.85,25.00,19.44,40.98,18.58,39.32
