AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,7.14,0.00,50.00,20.00,13.37,14.29,13.07
25-29,0.00,25.00,0.00,0.00,0.00,19.95,33.33,20.10
30-34,0.00,0.00,0.00,0.00,0.00,24.52,44.44,24.93
35-39,0.00,0.00,0.00,0.00,0.00,30.46,14.29,29.61
40-44,0.00,0.00,100.0,0.00,0.00,35.38,26.67,34.96
45-49,0.00,50.00,0.00,0.00,0.00,40.66,20.00,40.08
50-54,0.00,0.00,0.00,0.00,0.00,47.96,50.00,47.53
55-59,0.00,0.00,100.0,0.00,0.00,52.35,40.00,52.17
60-64,0.00,100.0,0.00,0.00,0.00,61.80,60.87,61.88
65-OVER,50.00,33.33,50.00,100.0,33.33,69.32,81.40,69.38
TOTAL,12.50,18.75,14.29,50.00,16.67,51.21,46.20,50.73
