AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,12.29,0.00,0.00,0.00,16.88,11.54,13.04
25-29,100.0,23.81,0.00,0.00,0.00,21.43,16.67,23.10
30-34,0.00,24.43,0.00,0.00,0.00,26.98,0.00,24.19
35-39,0.00,34.59,0.00,0.00,0.00,43.94,0.00,36.84
40-44,100.0,38.56,0.00,0.00,50.00,51.19,0.00,42.98
45-49,0.00,40.59,0.00,0.00,66.67,52.54,0.00,45.24
50-54,0.00,43.69,100.0,0.00,0.00,42.37,40.00,42.94
55-59,66.67,47.87,0.00,50.00,0.00,64.74,16.67,54.19
60-64,0.00,54.12,0.00,0.00,0.00,67.63,0.00,59.81
65-OVER,0.00,50.13,0.00,100.0,100.0,64.03,25.00,57.68
TOTAL,50.00,37.66,20.00,50.00,22.22,53.35,13.11,43.24
