AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,14.33,27.27,0.00,7.69,20.10,12.36,17.37
25-29,14.29,22.26,0.00,0.00,0.00,21.64,21.05,21.43
30-34,0.00,27.94,33.33,0.00,0.00,26.70,15.00,25.88
35-39,0.00,45.32,33.33,0.00,0.00,35.73,29.09,37.41
40-44,50.00,46.75,20.00,0.00,0.00,42.63,36.96,43.28
45-49,50.00,45.56,0.00,0.00,100.0,47.33,33.33,46.08
50-54,50.00,55.76,33.33,0.00,50.00,49.65,31.37,50.33
55-59,20.00,56.92,0.00,0.00,16.67,56.72,33.33,55.58
60-64,0.00,61.16,100.0,0.00,66.67,64.14,40.54,62.44
65-OVER,66.67,55.85,0.00,0.00,75.00,65.79,51.43,63.38
TOTAL,26.92,43.12,20.00,0.00,23.91,47.90,28.12,45.36
