AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,8.86,23.30,14.66,16.67,14.29,17.45,16.35,18.24
25-29,12.50,30.03,14.62,0.00,18.37,17.41,19.44,20.14
30-34,10.00,41.17,22.62,0.00,28.36,27.12,27.10,29.58
35-39,18.09,49.64,23.89,0.00,37.70,37.64,35.85,39.19
40-44,25.20,58.86,40.43,75.00,43.10,45.46,39.27,47.27
45-49,35.76,65.03,35.03,33.33,42.35,53.87,47.08,54.64
50-54,32.80,65.58,44.85,0.00,52.69,61.18,52.44,60.34
55-59,43.12,74.49,41.35,66.67,48.72,67.06,54.59,66.57
60-64,45.74,79.55,44.83,100.0,50.00,73.72,65.69,73.45
65-OVER,45.26,77.82,46.43,0.00,68.57,74.80,62.90,73.79
TOTAL,28.02,57.85,30.96,27.27,38.40,54.27,41.21,52.52
