AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,21.92,0.00,0.00,0.00,15.10,6.12,15.57
25-29,0.00,24.62,0.00,0.00,0.00,20.92,14.29,21.06
30-34,0.00,36.44,0.00,0.00,0.00,24.73,14.29,26.55
35-39,100.0,35.24,0.00,0.00,0.00,29.16,28.57,30.14
40-44,100.0,42.97,0.00,0.00,0.00,39.11,46.15,40.07
45-49,0.00,55.33,0.00,100.0,0.00,42.32,29.41,44.79
50-54,0.00,51.50,0.00,0.00,0.00,50.23,39.13,50.17
55-59,100.0,62.28,0.00,0.00,33.33,57.77,25.00,57.63
60-64,100.0,63.16,50.00,0.00,66.67,60.50,28.57,60.90
65-OVER,25.00,58.55,0.00,0.00,75.00,63.06,50.00,61.79
TOTAL,38.46,48.13,3.12,100.0,22.22,44.81,24.66,44.68
