AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,16.89,12.50,0.00,0.00,22.95,15.38,18.47
25-29,25.00,20.91,0.00,0.00,50.00,25.13,17.65,22.20
30-34,25.00,35.40,0.00,0.00,100.0,28.66,30.00,32.09
35-39,33.33,36.92,12.50,0.00,0.00,40.85,25.00,37.61
40-44,0.00,38.16,25.00,0.00,0.00,40.34,18.18,37.88
45-49,0.00,47.08,0.00,0.00,0.00,49.15,70.00,48.07
50-54,0.00,50.91,0.00,100.0,0.00,52.61,17.65,50.37
55-59,0.00,58.75,0.00,0.00,25.00,60.00,53.85,58.54
60-64,0.00,62.34,0.00,0.00,33.33,64.00,44.44,62.52
65-OVER,33.33,53.59,0.00,0.00,50.00,67.10,50.00,61.72
TOTAL,16.67,41.82,7.25,100.0,26.32,52.13,33.59,45.97
