AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,1.0,73.0,87.0,0.0,13.0,1.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,5.0,7.0,0.0,550.0,466.0,1.0,346.0,241.0,1813.0
25-29,0.0,39.0,43.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,9.0,0.0,515.0,407.0,0.0,346.0,202.0,1586.0
30-34,0.0,17.0,40.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,10.0,8.0,0.0,3.0,4.0,0.0,504.0,374.0,0.0,280.0,161.0,1410.0
35-39,1.0,31.0,43.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,4.0,1.0,0.0,455.0,397.0,0.0,288.0,121.0,1364.0
40-44,0.0,19.0,36.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,4.0,0.0,0.0,515.0,444.0,0.0,244.0,144.0,1420.0
45-49,0.0,14.0,36.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,6.0,2.0,0.0,526.0,482.0,0.0,231.0,153.0,1466.0
50-54,0.0,17.0,23.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,6.0,4.0,1.0,636.0,500.0,0.0,270.0,173.0,1640.0
55-59,0.0,29.0,20.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,675.0,576.0,0.0,274.0,191.0,1788.0
60-64,0.0,11.0,14.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,5.0,0.0,626.0,532.0,0.0,248.0,177.0,1626.0
65-OVER,0.0,31.0,44.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,3.0,9.0,0.0,7.0,5.0,0.0,1936.0,1531.0,0.0,566.0,345.0,4487.0
TOTAL,2.0,281.0,386.0,0.0,43.0,26.0,0.0,4.0,5.0,1.0,60.0,53.0,0.0,48.0,41.0,1.0,6938.0,5709.0,1.0,3093.0,1908.0,18600.0
