AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,12.12,14.95,10.32,21.05,16.19,17.96,14.74,16.93
25-29,15.00,17.81,11.46,33.33,20.37,21.02,15.97,19.97
30-34,15.56,30.01,20.92,11.11,26.92,31.53,20.72,29.96
35-39,22.98,38.29,26.12,33.33,30.71,38.54,28.26,37.09
40-44,33.33,46.60,29.66,44.44,30.53,45.53,35.70,44.25
45-49,34.08,48.36,33.26,36.36,40.44,50.40,39.66,48.91
50-54,39.09,50.12,33.54,33.33,43.85,55.96,43.05,54.25
55-59,35.35,52.48,36.89,50.00,53.41,60.56,46.52,58.88
60-64,30.77,54.30,38.85,20.00,51.19,65.36,58.41,63.84
65-OVER,39.10,57.69,39.84,40.00,58.97,69.36,60.47,68.03
TOTAL,28.02,40.37,25.44,30.34,35.04,48.61,33.85,46.23
