AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.33,10.71,11.11,0.00,9.76,18.73,8.59,16.32
25-29,8.89,11.89,9.52,0.00,13.33,22.84,11.41,20.67
30-34,14.63,30.00,15.07,33.33,15.79,32.30,22.75,30.81
35-39,17.24,33.83,23.88,0.00,28.57,39.88,24.69,38.10
40-44,14.89,36.15,26.67,0.00,22.22,44.25,25.82,42.03
45-49,19.05,44.70,31.17,0.00,36.36,49.39,29.05,47.58
50-54,22.22,38.93,25.45,0.00,50.00,53.83,36.30,51.31
55-59,21.74,48.35,27.27,0.00,50.00,57.13,33.63,55.19
60-64,35.29,50.34,42.86,0.00,50.00,67.64,42.86,65.37
65-OVER,26.92,61.76,35.42,0.00,50.00,67.95,49.07,66.59
TOTAL,15.99,38.30,21.41,10.00,27.10,48.59,25.40,45.86
