AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,20.00,7.14,8.70,0.00,0.00,18.88,12.50,17.63
25-29,100.0,0.00,6.25,0.00,0.00,22.49,11.11,21.34
30-34,28.57,0.00,33.33,0.00,0.00,29.02,17.81,28.01
35-39,0.00,0.00,8.33,100.0,0.00,39.66,24.14,38.03
40-44,45.45,0.00,14.29,0.00,60.00,42.12,23.91,41.27
45-49,33.33,33.33,36.84,0.00,25.00,48.00,32.26,46.83
50-54,0.00,50.00,66.67,0.00,50.00,52.17,33.33,51.27
55-59,0.00,0.00,25.00,0.00,50.00,60.65,35.00,59.01
60-64,0.00,75.00,28.57,0.00,100.0,66.54,57.58,65.88
65-OVER,33.33,33.33,28.57,0.00,50.00,73.43,61.94,72.73
TOTAL,23.53,20.00,24.41,14.29,34.00,51.69,30.24,50.06
