AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0,15.57,9.7,0,9.72,3.77,0,14.29,100,0,12.99,9.3,0,10,11.11,0,20.06,20.41,0,20.14,13.55,17.49
25-29,0,19.43,15.61,0,12.77,8.33,0,0,0,0,2.08,7.69,0,12.5,11.63,0,22.35,22.52,0,26.17,15.35,21.45
30-34,0,23.56,25,0,20,22.86,0,0,50,0,12.24,9.09,0,5.56,7.14,0,31.82,32.44,0,34.62,23.28,30.2
35-39,0,29.01,16.54,0,44.44,25,0,0,0,0,36.67,8,0,19.05,30.56,0,39.19,39.8,0,43.28,30.83,38.01
40-44,100,30.77,27.27,0,27.59,20,0,33.33,0,0,47.37,15,0,19.44,19.35,0,47.2,49.89,0,46.73,36.86,44.18
45-49,0,31.53,25.66,0,50,36.36,0,0,50,0,40.91,37.5,0,37.93,40,0,53.23,52.97,0,52.91,40.80,49.32
50-54,0,36.44,35.34,0,50,33.33,0,50,100,0,47.37,29.17,0,31.43,31.25,0,57.12,62.9,0,57.13,48.95,55.57
55-59,0,36.54,37.72,0,28.57,33.33,0,0,33.33,0,37.93,42.11,0,25.81,30.77,0,58.7,65.4,0,61.25,53.12,58.73
60-64,0,37.33,37.97,0,53.33,57.14,0,25,0,0,42.86,63.64,0,29.73,36,50,68.42,72.9,0,66.65,59.81,66.23
65-OVER,0,43.85,40.97,0,41.67,34.78,0,50,100,0,34.78,45.45,0,38.46,35.29,0,65.4,71.54,0,63.56,62.14,65.5
TOTAL,9.09,28.19,23.6,0,27.65,21.96,0,20.83,52.63,0.0,23.84,21.01,0,22.47,24.79,50.0,51.5,54.25,0.0,46.35,37.15,46.1
