RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,33.99,35.89,50.00,34.96
OTHER,30.82,26.14,0.00,28.26
NATIVE-AM,66.67,0.00,0.00,18.18
HISP-LT,21.96,22.56,0.00,22.25
ASIA-PI,24.00,23.38,0.00,23.68
WHITE,52.28,51.32,66.67,51.77
BLACK,32.29,42.10,0.00,38.12
TOTAL,46.79,47.42,44.44,47.13
