AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,3.23,13.82,6.44,0.00,10.81,15.15,10.94,13.89
25-29,14.29,12.54,10.14,16.67,6.12,15.66,15.58,15.07
30-34,6.45,18.90,12.61,0.00,16.67,25.80,15.78,23.50
35-39,20.00,31.06,11.59,0.00,44.83,33.04,25.38,31.46
40-44,25.93,35.38,13.22,33.33,19.23,38.92,23.41,36.59
45-49,39.39,43.17,17.39,33.33,39.29,43.37,28.21,41.79
50-54,31.82,47.68,23.08,0.00,26.09,47.74,31.03,46.03
55-59,23.08,48.67,26.56,16.67,20.83,54.19,30.91,51.71
60-64,25.00,51.13,26.53,100.0,45.45,59.28,39.58,57.01
65-OVER,25.81,55.59,26.87,71.43,43.75,61.47,41.00,59.78
TOTAL,21.22,34.98,14.49,25.00,21.94,42.11,23.60,39.19
