AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,7.22,21.09,11.76,28.57,14.98,19.05,15.86,18.95
25-29,7.36,23.86,13.19,33.33,14.16,20.20,20.64,21.06
30-34,11.90,36.61,15.97,0.00,23.43,29.21,31.34,31.53
35-39,15.76,48.18,25.22,66.67,26.50,38.11,37.83,41.39
40-44,21.77,55.52,27.62,33.33,30.23,46.03,41.43,48.58
45-49,23.65,57.67,31.03,33.33,35.49,51.74,46.19,52.61
50-54,30.97,61.48,35.66,0.00,43.60,56.76,49.61,57.02
55-59,33.33,63.20,38.36,0.00,45.10,60.35,51.49,59.73
60-64,27.46,67.78,40.34,0.00,45.64,65.97,54.59,64.55
65-OVER,35.66,65.36,42.71,0.00,50.00,67.73,58.39,65.73
TOTAL,21.18,48.87,25.01,22.73,30.04,48.86,38.14,46.62
