AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,19.84,0.00,0.00,14.29,23.36,17.78,22.20
25-29,0.00,26.60,0.00,0.00,25.00,21.06,16.84,21.05
30-34,50.00,31.94,0.00,0.00,25.00,32.50,29.51,32.10
35-39,0.00,35.14,20.00,0.00,0.00,41.27,31.75,39.94
40-44,83.33,53.06,20.00,0.00,0.00,48.61,32.20,48.07
45-49,33.33,50.00,33.33,0.00,25.00,55.12,40.24,53.33
50-54,0.00,52.07,33.33,0.00,33.33,56.98,51.72,56.08
55-59,0.00,54.21,50.00,0.00,80.00,63.23,57.14,61.95
60-64,66.67,69.89,50.00,0.00,50.00,69.18,59.52,68.71
65-OVER,50.00,62.06,100.0,0.00,50.00,70.40,58.46,69.02
TOTAL,42.31,47.83,25.64,0.00,32.50,51.51,36.60,50.07
