AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,27.43,0.00,0.00,0.00,22.22,16.67,24.61
25-29,0.00,30.98,0.00,0.00,0.00,21.01,40.00,26.86
30-34,0.00,40.18,0.00,0.00,25.00,24.87,25.00,32.06
35-39,0.00,47.75,33.33,0.00,0.00,26.37,29.17,36.15
40-44,0.00,51.31,100.0,0.00,0.00,37.96,25.00,43.06
45-49,50.00,53.98,0.00,0.00,0.00,43.49,56.00,48.38
50-54,0.00,58.67,50.00,0.00,0.00,42.94,38.71,49.30
55-59,33.33,61.30,33.33,0.00,100.0,55.39,48.39,57.61
60-64,0.00,71.37,0.00,0.00,0.00,59.49,50.00,64.07
65-OVER,100.0,69.38,0.00,0.00,0.00,63.32,46.15,65.12
TOTAL,23.08,52.40,20.00,0.00,26.32,46.24,36.78,48.33
