AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,8.42,2.94,0.00,11.76,15.55,4.00,11.82
25-29,0.00,13.41,12.50,0.00,10.00,17.94,13.64,16.02
30-34,0.00,21.81,6.90,0.00,14.29,29.23,6.00,24.93
35-39,0.00,28.71,0.00,0.00,20.00,29.68,11.36,28.00
40-44,0.00,32.43,0.00,0.00,50.00,34.40,30.00,33.33
45-49,20.00,34.05,0.00,0.00,50.00,42.01,28.00,38.48
50-54,25.00,42.89,11.11,0.00,0.00,51.36,25.00,47.52
55-59,14.29,44.39,11.11,0.00,42.86,51.84,12.00,48.51
60-64,0.00,44.52,50.00,100.0,25.00,60.92,37.50,56.14
65-OVER,50.00,51.24,0.00,0.00,6.25,58.37,32.00,55.94
TOTAL,14.58,32.83,5.67,33.33,18.42,43.94,18.94,39.32
