AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,50.00,17.61,0.00,0.00,50.00,20.37,33.33,19.43
25-29,0.00,15.60,0.00,0.00,0.00,22.13,50.00,19.74
30-34,0.00,23.46,0.00,0.00,0.00,28.31,20.00,26.45
35-39,0.00,32.74,0.00,0.00,0.00,42.08,0.00,38.35
40-44,0.00,30.00,0.00,0.00,0.00,37.33,50.00,34.20
45-49,0.00,38.26,25.00,0.00,100.0,45.70,33.33,43.02
50-54,0.00,30.83,0.00,0.00,0.00,51.81,0.00,44.39
55-59,0.00,50.00,0.00,0.00,0.00,56.43,50.00,53.98
60-64,0.00,58.88,0.00,0.00,0.00,63.50,50.00,61.76
65-OVER,0.00,45.08,25.00,100.0,100.0,63.38,50.00,58.99
TOTAL,25.00,34.60,6.25,50.00,37.50,47.56,33.33,43.18
