AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,25.00,5.94,0.00,0.00,0.00,14.12,10.00,12.87
25-29,0.00,8.79,25.00,0.00,14.29,18.46,18.18,17.47
30-34,0.00,12.16,0.00,0.00,0.00,26.46,32.26,24.82
35-39,0.00,26.47,30.77,0.00,0.00,30.32,24.32,29.54
40-44,0.00,24.05,0.00,0.00,50.00,37.35,13.79,35.01
45-49,33.33,20.55,0.00,100.0,0.00,40.85,14.29,38.47
50-54,0.00,27.59,16.67,0.00,0.00,43.57,26.67,41.51
55-59,33.33,29.73,25.00,0.00,0.00,48.48,33.33,46.62
60-64,0.00,40.74,60.00,0.00,100.0,57.53,54.55,55.98
65-OVER,0.00,40.29,33.33,0.00,25.00,56.44,48.84,55.38
TOTAL,9.84,24.22,19.23,33.33,14.81,41.79,26.11,39.72
