AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,15.38,0.00,0.00,0.00,24.43,16.67,22.78
25-29,0.00,20.00,0.00,0.00,0.00,20.69,60.00,22.14
30-34,0.00,57.14,0.00,0.00,0.00,35.78,50.00,37.29
35-39,0.00,16.67,50.00,0.00,0.00,37.93,16.67,36.48
40-44,0.00,50.00,0.00,0.00,0.00,53.59,25.00,52.69
45-49,0.00,42.86,0.00,0.00,0.00,43.14,50.00,42.61
50-54,0.00,36.84,0.00,0.00,0.00,51.03,100.0,50.60
55-59,0.00,50.00,0.00,0.00,0.00,51.95,0.00,51.19
60-64,0.00,75.00,0.00,0.00,0.00,64.34,28.57,63.29
65-OVER,0.00,43.75,0.00,0.00,0.00,59.61,16.67,58.27
TOTAL,0.00,40.00,20.00,0.00,0.00,47.14,33.33,46.13
