AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,5.56,18.20,6.15,60.00,5.43,17.94,12.08,16.67
25-29,6.06,21.63,7.32,0.00,14.29,19.17,12.14,19.53
30-34,20.00,31.92,14.12,0.00,25.93,30.00,17.13,29.84
35-39,32.00,42.96,19.05,50.00,21.21,36.56,22.37,38.66
40-44,33.33,49.79,21.70,20.00,25.00,44.54,23.64,45.87
45-49,40.91,50.74,30.12,33.33,34.29,50.14,24.73,49.04
50-54,7.69,53.93,30.00,80.00,27.59,52.00,25.00,51.30
55-59,30.77,57.27,42.37,80.00,52.94,57.00,30.33,55.76
60-64,28.57,60.02,27.03,0.00,44.44,62.70,35.91,60.16
65-OVER,47.62,61.87,38.67,40.00,40.74,68.48,44.41,65.53
TOTAL,22.37,44.02,21.47,37.21,22.47,47.73,21.51,44.14
