AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,14.06,28.57,0.00,0.00,13.11,6.90,12.88
25-29,0.00,16.36,0.00,0.00,0.00,15.69,0.00,14.92
30-34,100.0,14.04,0.00,0.00,0.00,24.54,5.26,22.51
35-39,0.00,30.56,25.00,0.00,0.00,27.56,6.67,26.88
40-44,0.00,27.27,33.33,0.00,0.00,31.09,10.53,30.11
45-49,100.0,49.37,100.0,0.00,0.00,36.31,12.50,37.50
50-54,25.00,38.46,100.0,100.0,0.00,44.30,23.53,43.02
55-59,0.00,53.57,100.0,100.0,100.0,46.93,33.33,47.86
60-64,0.00,42.86,20.00,0.00,0.00,57.85,35.71,54.91
65-OVER,40.00,55.17,0.00,100.0,0.00,60.96,50.00,59.91
TOTAL,27.78,38.13,22.86,57.14,5.88,39.29,17.42,38.38
