AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,11.94,13.62,11.18,10.53,16.31,17.66,15.59,16.73
25-29,5.23,22.10,13.33,25.00,7.46,20.86,21.57,20.35
30-34,15.91,28.14,22.22,0.00,22.22,31.85,31.38,30.86
35-39,22.14,39.43,21.58,18.75,20.30,38.10,35.27,36.14
40-44,26.92,46.59,35.40,35.29,34.10,45.42,39.71,43.14
45-49,29.31,43.64,32.78,18.18,35.40,52.78,47.89,50.47
50-54,30.72,50.18,35.43,22.22,41.11,57.83,50.83,55.54
55-59,30.11,53.33,37.58,66.67,36.23,61.00,56.10,59.17
60-64,38.52,60.43,38.38,100.0,39.22,65.73,63.10,64.32
65-OVER,27.45,61.34,43.55,83.33,45.98,71.03,71.67,69.97
TOTAL,24.54,41.52,26.88,27.84,29.13,49.70,43.97,47.18
