AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,26.0,30.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,3.0,2.0,0.0,236.0,239.0,0.0,179.0,90.0,819.0
25-29,0.0,31.0,21.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,234.0,204.0,0.0,135.0,50.0,682.0
30-34,0.0,36.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,311.0,270.0,0.0,152.0,59.0,864.0
35-39,0.0,31.0,32.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,351.0,309.0,0.0,174.0,62.0,974.0
40-44,0.0,23.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,416.0,413.0,0.0,138.0,73.0,1094.0
45-49,0.0,22.0,33.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,449.0,431.0,0.0,154.0,98.0,1200.0
50-54,0.0,29.0,26.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,581.0,547.0,0.0,217.0,104.0,1522.0
55-59,0.0,16.0,27.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,592.0,565.0,0.0,200.0,121.0,1533.0
60-64,0.0,19.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,612.0,581.0,0.0,165.0,126.0,1534.0
65-OVER,0.0,41.0,43.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,1684.0,1560.0,0.0,354.0,231.0,3931.0
TOTAL,0.0,274.0,287.0,0.0,22.0,17.0,0.0,2.0,2.0,1.0,23.0,23.0,0.0,21.0,14.0,0.0,5466.0,5119.0,0.0,1868.0,1014.0,14153.0
