AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,8.77,22.22,0.00,0.00,11.31,11.36,10.78
25-29,0.00,14.74,14.29,0.00,0.00,8.91,12.20,10.42
30-34,0.00,21.36,0.00,0.00,28.57,17.36,14.63,17.74
35-39,100.0,25.88,0.00,0.00,0.00,26.15,9.68,24.74
40-44,0.00,30.59,0.00,0.00,0.00,29.15,32.35,28.86
45-49,0.00,37.36,20.00,0.00,0.00,27.12,15.00,28.50
50-54,0.00,37.04,0.00,0.00,25.00,32.48,45.83,34.00
55-59,50.00,42.86,100.0,0.00,0.00,41.72,50.00,42.47
60-64,100.0,55.56,0.00,0.00,25.00,47.60,53.33,49.07
65-OVER,50.00,47.19,0.00,0.00,0.00,53.31,37.93,51.39
TOTAL,38.10,32.73,10.64,0.00,12.12,31.81,24.58,31.20
