AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,10.53,16.54,8.57,0.00,17.39,17.68,11.36,16.78
25-29,5.00,21.03,15.00,66.67,6.25,17.97,21.88,19.21
30-34,0.00,29.36,18.18,33.33,23.08,29.89,24.62,29.23
35-39,13.33,34.59,25.00,0.00,0.00,35.38,21.43,34.28
40-44,35.29,44.36,14.29,0.00,57.14,44.06,33.33,43.78
45-49,25.00,47.67,52.94,0.00,27.27,45.48,37.21,46.15
50-54,13.33,54.08,11.11,0.00,37.50,54.51,22.50,53.21
55-59,40.00,61.08,33.33,0.00,0.00,60.99,55.81,60.63
60-64,33.33,62.85,66.67,0.00,0.00,70.30,42.11,66.63
65-OVER,34.48,62.22,40.00,100.0,63.64,68.67,51.39,66.26
TOTAL,22.54,43.17,24.06,33.33,24.04,48.87,30.95,45.68
