AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,32.31,0.00,0.00,20.00,20.42,16.67,24.00
25-29,0.00,31.01,0.00,0.00,25.00,18.50,7.69,22.74
30-34,0.00,37.24,25.00,0.00,0.00,30.61,8.33,32.31
35-39,0.00,47.83,0.00,0.00,100.0,36.48,25.00,38.89
40-44,0.00,47.00,20.00,0.00,0.00,40.38,33.33,40.83
45-49,20.00,72.00,20.00,0.00,0.00,41.54,16.67,49.63
50-54,0.00,54.97,16.67,0.00,66.67,49.37,31.25,50.39
55-59,0.00,59.09,40.00,0.00,50.00,48.90,50.00,51.84
60-64,0.00,72.73,100.0,0.00,50.00,60.28,45.45,63.04
65-OVER,0.00,68.94,40.00,0.00,0.00,61.56,70.00,63.21
TOTAL,3.12,52.75,20.63,0.00,41.67,44.76,31.50,46.34
