ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,29.56,0.00,0.00,0.00,33.54,25.93,31.60
2016 Primary,25.00,21.93,0.00,0.00,0.00,28.24,11.11,25.35
2016 Primary Runoff,0.00,0.00,0.00,0.00,0.00,4.89,0.00,2.97
2016 General,60.00,62.24,57.14,50.00,100.0,66.12,50.00,64.23
2018 Primary,0.00,15.32,14.29,0.00,0.00,14.03,8.89,14.13
2018 Primary Runoff,0.00,7.26,0.00,0.00,0.00,9.39,4.65,8.30
2018 General,66.67,59.28,42.86,0.00,50.00,63.77,40.82,60.88
