COUNTY NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
BACON,4051.0,0.0,75.0,73.0,0.0,7.0,2.0,0.0,0.0,2.0,0.0,16.0,11.0,0.0,4.0,7.0,1.0,1887.0,1592.0,1.0,267.0,106.0
BRANTLEY,6386.0,1.0,76.0,79.0,0.0,8.0,7.0,0.0,2.0,3.0,0.0,8.0,8.0,0.0,5.0,3.0,0.0,3209.0,2816.0,0.0,108.0,53.0
BRYAN,15371.0,5.0,644.0,562.0,1.0,79.0,46.0,0.0,6.0,18.0,0.0,167.0,131.0,0.0,76.0,55.0,5.0,6239.0,5447.0,3.0,1160.0,727.0
CAMDEN,19166.0,4.0,1289.0,1150.0,0.0,108.0,62.0,0.0,11.0,10.0,0.0,168.0,123.0,0.0,100.0,43.0,5.0,6884.0,6059.0,1.0,1946.0,1203.0
CHARLTON,4072.0,0.0,157.0,162.0,0.0,14.0,4.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,4.0,13.0,2.0,1574.0,1381.0,0.0,476.0,276.0
CHATHAM,113255.0,77.0,3084.0,2502.0,1.0,630.0,427.0,0.0,37.0,35.0,2.0,958.0,644.0,4.0,560.0,447.0,41.0,34445.0,28665.0,18.0,26429.0,14249.0
CLINCH,2496.0,1.0,47.0,45.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,3.0,1.0,1.0,954.0,851.0,0.0,391.0,188.0
ECHOLS,1200.0,0.0,23.0,24.0,0.0,6.0,5.0,0.0,0.0,2.0,0.0,28.0,17.0,0.0,1.0,0.0,1.0,570.0,473.0,0.0,34.0,16.0
EFFINGHAM,14804.0,3.0,595.0,535.0,0.0,36.0,24.0,0.0,6.0,3.0,0.0,97.0,80.0,0.0,39.0,28.0,8.0,6357.0,5578.0,1.0,862.0,552.0
GLYNN,34607.0,15.0,1352.0,1071.0,0.0,116.0,75.0,0.0,6.0,9.0,3.0,177.0,148.0,1.0,98.0,73.0,17.0,13921.0,11367.0,3.0,4105.0,2050.0
LIBERTY,16355.0,5.0,584.0,458.0,0.0,128.0,77.0,0.0,14.0,6.0,0.0,390.0,267.0,1.0,135.0,68.0,4.0,3403.0,2997.0,4.0,4839.0,2975.0
LONG,4153.0,1.0,166.0,148.0,0.0,21.0,16.0,0.0,5.0,4.0,0.0,72.0,53.0,0.0,21.0,11.0,0.0,1401.0,1258.0,1.0,595.0,380.0
LOWNDES,1352.0,2.0,22.0,26.0,0.0,11.0,7.0,0.0,1.0,1.0,0.0,11.0,13.0,0.0,11.0,2.0,0.0,453.0,392.0,0.0,253.0,147.0
MCINTOSH,5964.0,0.0,106.0,115.0,0.0,9.0,7.0,0.0,1.0,1.0,0.0,13.0,8.0,0.0,7.0,5.0,0.0,2018.0,1893.0,1.0,1075.0,705.0
PIERCE,7413.0,2.0,194.0,168.0,0.0,8.0,10.0,1.0,2.0,5.0,0.0,19.0,15.0,1.0,9.0,6.0,2.0,3507.0,2983.0,0.0,307.0,174.0
WARE,12297.0,4.0,149.0,141.0,0.0,23.0,15.0,0.0,1.0,8.0,0.0,42.0,30.0,0.0,23.0,24.0,5.0,4996.0,4194.0,0.0,1774.0,868.0
WAYNE,10488.0,1.0,304.0,257.0,0.0,13.0,12.0,0.0,2.0,2.0,1.0,37.0,32.0,0.0,21.0,13.0,3.0,4489.0,3951.0,0.0,884.0,466.0
TOTAL,273430.0,121.0,8867.0,7516.0,2.0,1219.0,797.0,1.0,95.0,110.0,6.0,2212.0,1589.0,7.0,1117.0,799.0,95.0,96307.0,81897.0,33.0,45505.0,25135.0
