COUNTY NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
BAKER,1470.0,0.0,11.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,3.0,0.0,432.0,415.0,0.0,365.0,225.0
BIBB,41162.0,13.0,596.0,526.0,0.0,119.0,73.0,0.0,8.0,8.0,0.0,144.0,67.0,0.0,96.0,85.0,6.0,7541.0,6607.0,2.0,16465.0,8806.0
CALHOUN,2043.0,1.0,5.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,6.0,4.0,0.0,467.0,415.0,0.0,730.0,398.0
CHATTAHOOCHEE,1416.0,0.0,48.0,34.0,0.0,9.0,2.0,0.0,2.0,1.0,0.0,19.0,13.0,0.0,7.0,7.0,0.0,462.0,391.0,0.0,271.0,150.0
CLAY,1293.0,0.0,9.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,328.0,309.0,0.0,411.0,219.0
CRAWFORD,5227.0,1.0,70.0,75.0,0.0,7.0,4.0,0.0,0.0,2.0,0.0,7.0,3.0,0.0,5.0,3.0,0.0,2093.0,1894.0,1.0,678.0,384.0
CRISP,7597.0,0.0,50.0,61.0,0.0,7.0,6.0,0.0,1.0,2.0,0.0,21.0,13.0,0.0,19.0,11.0,1.0,2677.0,2256.0,0.0,1688.0,784.0
DECATUR,10371.0,2.0,124.0,132.0,0.0,22.0,17.0,0.0,3.0,0.0,0.0,51.0,38.0,0.0,15.0,10.0,2.0,3564.0,2960.0,2.0,2309.0,1120.0
DOOLY,3753.0,2.0,41.0,26.0,0.0,9.0,6.0,0.0,1.0,0.0,0.0,13.0,7.0,0.0,6.0,4.0,0.0,1024.0,972.0,0.0,1076.0,566.0
DOUGHERTY,34299.0,13.0,478.0,365.0,0.0,84.0,53.0,0.0,7.0,2.0,1.0,88.0,65.0,0.0,56.0,41.0,3.0,6234.0,5171.0,40.0,14226.0,7372.0
EARLY,4846.0,0.0,32.0,25.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0,1447.0,1289.0,1.0,1375.0,658.0
GRADY,9329.0,0.0,143.0,148.0,0.0,26.0,13.0,0.0,2.0,5.0,0.0,41.0,32.0,0.0,9.0,10.0,0.0,3546.0,3072.0,1.0,1513.0,768.0
LEE,14342.0,3.0,267.0,257.0,2.0,35.0,33.0,0.0,4.0,2.0,0.0,61.0,37.0,0.0,68.0,45.0,2.0,5985.0,5210.0,2.0,1455.0,874.0
MACON,4336.0,1.0,43.0,28.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,11.0,15.0,0.0,878.0,805.0,0.0,1623.0,907.0
MARION,3003.0,0.0,34.0,34.0,0.0,2.0,10.0,0.0,3.0,1.0,0.0,17.0,17.0,0.0,9.0,6.0,1.0,985.0,897.0,0.0,619.0,368.0
MILLER,2564.0,0.0,20.0,20.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1068.0,934.0,0.0,355.0,156.0
MITCHELL,7947.0,0.0,104.0,81.0,0.0,8.0,8.0,0.0,1.0,0.0,0.0,15.0,17.0,0.0,14.0,7.0,3.0,2433.0,2068.0,0.0,2133.0,1055.0
MUSCOGEE,49790.0,15.0,1181.0,808.0,1.0,310.0,182.0,1.0,18.0,10.0,2.0,536.0,376.0,1.0,307.0,209.0,10.0,9661.0,7865.0,3.0,18482.0,9812.0
PEACH,10873.0,4.0,175.0,136.0,0.0,22.0,23.0,0.0,5.0,8.0,0.0,114.0,70.0,0.0,21.0,12.0,3.0,3082.0,2781.0,0.0,2756.0,1661.0
QUITMAN,1062.0,0.0,13.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,295.0,289.0,0.0,282.0,166.0
RANDOLPH,2895.0,0.0,33.0,10.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,680.0,639.0,1.0,1003.0,516.0
SCHLEY,1935.0,0.0,19.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,5.0,2.0,1.0,805.0,736.0,0.0,231.0,113.0
SEMINOLE,3633.0,0.0,43.0,29.0,0.0,8.0,4.0,0.0,1.0,0.0,0.0,9.0,6.0,0.0,3.0,4.0,1.0,1345.0,1230.0,0.0,625.0,325.0
STEWART,2126.0,0.0,21.0,20.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,439.0,449.0,1.0,745.0,438.0
SUMTER,11088.0,0.0,97.0,92.0,0.0,29.0,25.0,0.0,0.0,0.0,0.0,37.0,23.0,0.0,19.0,20.0,0.0,3239.0,2758.0,2.0,3102.0,1645.0
TALBOT,3276.0,0.0,53.0,48.0,0.0,7.0,4.0,0.0,2.0,0.0,0.0,6.0,4.0,0.0,3.0,2.0,0.0,689.0,642.0,0.0,1115.0,701.0
TAYLOR,3432.0,1.0,72.0,51.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,3.0,1.0,0.0,1136.0,1024.0,0.0,742.0,386.0
TERRELL,4252.0,2.0,67.0,43.0,0.0,5.0,9.0,0.0,0.0,1.0,0.0,9.0,7.0,0.0,2.0,1.0,0.0,999.0,936.0,0.0,1445.0,726.0
WEBSTER,1127.0,0.0,7.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,351.0,330.0,0.0,264.0,162.0
TOTAL,250487.0,58.0,3856.0,3097.0,3.0,737.0,488.0,1.0,63.0,48.0,4.0,1231.0,833.0,1.0,696.0,508.0,33.0,63885.0,55344.0,56.0,78084.0,41461.0
