COUNTY NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
CLAYTON,51.17,21.13,47.58,32.68,0,44.13,35.8,0,26.42,40,33.33,52.47,39.34,28.57,35.03,37.84,0,54.97,54.27,32.43,59.68,44.45
DEKALB,60.03,18.75,56.23,46.66,0,55.12,48.85,100,61.02,31.67,0,59.23,58.32,33.33,59.55,53.1,50,69.62,67.6,7.69,62.34,46.07
TOTAL,53.44,30.91,52.27,41.45,28.57,49.45,42.96,50.0,36.8,36.93,35.0,55.21,49.05,39.39,51.7,46.84,66.93,64.96,62.82,28.62,56.63,41.29
