AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,33.33,40.38,0.0,0.0,50.0,44.44,39.74,42.75
30-34,100.0,43.4,0.0,0.0,100.0,55.56,38.6,50.83
35-39,100.0,47.57,100.0,0.0,66.67,57.84,54.0,55.38
40-44,100.0,55.56,100.0,0.0,100.0,64.95,56.9,62.08
45-49,100.0,54.46,0.0,0.0,33.33,67.84,52.17,63.43
50-54,50.0,61.16,100.0,0.0,100.0,74.41,52.73,69.62
55-59,100.0,65.82,0.0,0.0,75.0,75.75,70.18,72.89
60-64,50.0,75.21,50.0,0.0,100.0,76.27,59.52,74.44
65-OVER,66.67,73.93,0.0,100.0,0.0,77.85,68.18,76.45
TOTAL,68.42,59.12,33.33,40.0,65.0,68.57,54.8,65.19
