AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,2189.0,2.0,103.0,86.0,1.0,10.0,9.0,0.0,1.0,0.0,1.0,79.0,47.0,0.0,26.0,12.0,2.0,911.0,713.0,0.0,131.0,55.0
30-34,2567.0,0.0,95.0,90.0,0.0,9.0,9.0,0.0,2.0,0.0,0.0,58.0,30.0,0.0,19.0,13.0,5.0,1078.0,924.0,1.0,154.0,80.0
35-39,2888.0,0.0,81.0,85.0,0.0,13.0,6.0,0.0,1.0,0.0,1.0,49.0,45.0,0.0,20.0,19.0,1.0,1214.0,1063.0,0.0,191.0,99.0
40-44,2789.0,0.0,77.0,64.0,0.0,13.0,6.0,0.0,0.0,0.0,1.0,46.0,36.0,0.0,14.0,13.0,3.0,1143.0,1016.0,0.0,243.0,114.0
45-49,2920.0,3.0,83.0,65.0,0.0,5.0,7.0,0.0,1.0,2.0,0.0,50.0,30.0,0.0,13.0,11.0,0.0,1200.0,1093.0,0.0,216.0,141.0
50-54,2782.0,1.0,83.0,81.0,0.0,5.0,8.0,0.0,0.0,1.0,0.0,40.0,38.0,0.0,9.0,7.0,1.0,1144.0,1024.0,2.0,197.0,141.0
55-59,2790.0,2.0,68.0,67.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,37.0,22.0,1.0,11.0,7.0,1.0,1215.0,1043.0,0.0,189.0,117.0
60-64,2459.0,1.0,49.0,44.0,0.0,7.0,10.0,0.0,0.0,1.0,0.0,22.0,24.0,0.0,9.0,11.0,1.0,1112.0,933.0,1.0,151.0,83.0
65-OVER,5732.0,3.0,155.0,135.0,0.0,7.0,8.0,0.0,0.0,1.0,0.0,37.0,32.0,0.0,16.0,18.0,7.0,2700.0,2200.0,0.0,248.0,165.0
TOTAL,27116.0,12.0,794.0,717.0,1.0,74.0,66.0,0.0,6.0,6.0,3.0,418.0,304.0,1.0,137.0,111.0,21.0,11717.0,10009.0,4.0,1720.0,995.0
