-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,108.0,99.0,0.0,17.0,10.0,0.0,2.0,1.0,0.0,21.0,14.0,0.0,5.0,3.0,0.0,416.0,273.0,0.0,150.0,59.0,1178.0
30-34,0.0,139.0,103.0,0.0,12.0,5.0,0.0,1.0,2.0,0.0,15.0,13.0,0.0,5.0,3.0,0.0,469.0,366.0,0.0,140.0,58.0,1331.0
35-39,0.0,105.0,88.0,0.0,7.0,4.0,0.0,1.0,1.0,0.0,15.0,10.0,0.0,5.0,3.0,0.0,474.0,375.0,0.0,148.0,70.0,1306.0
40-44,1.0,110.0,105.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,17.0,12.0,0.0,13.0,3.0,0.0,492.0,356.0,0.0,150.0,81.0,1351.0
45-49,0.0,130.0,123.0,0.0,7.0,4.0,0.0,1.0,1.0,0.0,14.0,7.0,0.0,13.0,4.0,0.0,618.0,549.0,0.0,230.0,131.0,1832.0
50-54,1.0,129.0,137.0,0.0,13.0,7.0,0.0,2.0,0.0,0.0,15.0,22.0,0.0,11.0,7.0,0.0,789.0,671.0,0.0,219.0,158.0,2181.0
55-59,0.0,110.0,112.0,0.0,11.0,4.0,0.0,1.0,1.0,0.0,20.0,13.0,0.0,7.0,3.0,0.0,843.0,745.0,0.0,231.0,157.0,2258.0
60-64,0.0,100.0,82.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,13.0,6.0,0.0,14.0,4.0,1.0,710.0,636.0,0.0,188.0,123.0,1893.0
65-OVER,1.0,230.0,204.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,20.0,9.0,1.0,1660.0,1741.0,0.0,368.0,281.0,4558.0
TOTAL,3.0,1161.0,1053.0,0.0,90.0,56.0,0.0,8.0,8.0,0.0,143.0,107.0,0.0,93.0,39.0,2.0,6471.0,5712.0,0.0,1824.0,1118.0,17888.0
