-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,29.0,49.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,205.0,191.0,0.0,93.0,63.0,641.0
30-34,0.0,25.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,175.0,140.0,0.0,66.0,40.0,482.0
35-39,0.0,29.0,21.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,148.0,138.0,0.0,67.0,36.0,446.0
40-44,0.0,24.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,170.0,121.0,0.0,63.0,36.0,451.0
45-49,0.0,22.0,24.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,223.0,175.0,0.0,68.0,44.0,566.0
50-54,0.0,27.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,231.0,194.0,0.0,69.0,52.0,609.0
55-59,0.0,25.0,32.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,221.0,212.0,0.0,84.0,74.0,653.0
60-64,0.0,19.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,190.0,185.0,0.0,63.0,54.0,540.0
65-OVER,0.0,46.0,42.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,557.0,477.0,0.0,125.0,109.0,1363.0
TOTAL,0.0,246.0,285.0,0.0,14.0,6.0,0.0,2.0,3.0,0.0,10.0,5.0,0.0,7.0,12.0,2.0,2120.0,1833.0,0.0,698.0,508.0,5751.0
