,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,29.91,46.06,,38.69
1,38.78,56.06,,49.0
2,51.64,62.36,,57.75
3,60.92,72.96,,67.81
4,63.88,69.53,,66.88
5,64.44,69.84,0.0,67.25
6,71.91,75.2,,73.72
7,75.0,81.98,,78.82
8,72.82,72.3,,72.52
9,60.88,67.9,0.0,64.81
