-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,13.0,457.0,331.0,0.0,21.0,22.0,0.0,4.0,3.0,2.0,112.0,57.0,1.0,60.0,33.0,6.0,1606.0,1292.0,0.0,71.0,47.0,4138.0
30-34,15.0,646.0,560.0,1.0,38.0,27.0,0.0,4.0,2.0,0.0,131.0,69.0,0.0,151.0,94.0,11.0,2350.0,1851.0,1.0,114.0,80.0,6145.0
35-39,17.0,941.0,765.0,1.0,70.0,46.0,0.0,11.0,5.0,0.0,152.0,97.0,4.0,409.0,174.0,11.0,3044.0,2408.0,0.0,175.0,129.0,8459.0
40-44,11.0,1025.0,963.0,0.0,86.0,62.0,0.0,7.0,7.0,0.0,190.0,117.0,3.0,511.0,539.0,6.0,3991.0,3370.0,1.0,238.0,162.0,11289.0
45-49,12.0,999.0,1130.0,0.0,60.0,71.0,0.0,4.0,6.0,0.0,168.0,174.0,3.0,293.0,460.0,16.0,5429.0,4837.0,1.0,216.0,172.0,14051.0
50-54,11.0,765.0,839.0,0.0,42.0,46.0,0.0,8.0,2.0,1.0,119.0,127.0,1.0,143.0,184.0,6.0,4973.0,4733.0,0.0,163.0,126.0,12289.0
55-59,7.0,584.0,609.0,0.0,19.0,33.0,0.0,6.0,7.0,1.0,78.0,71.0,0.0,101.0,84.0,12.0,3985.0,3926.0,0.0,117.0,76.0,9716.0
60-64,5.0,437.0,361.0,0.0,31.0,25.0,0.0,1.0,2.0,1.0,57.0,58.0,1.0,76.0,69.0,5.0,3033.0,2843.0,0.0,85.0,61.0,7151.0
65-OVER,8.0,1188.0,1112.0,0.0,41.0,46.0,0.0,3.0,2.0,0.0,84.0,88.0,1.0,131.0,144.0,14.0,8076.0,7176.0,0.0,134.0,99.0,18347.0
TOTAL,99.0,7042.0,6670.0,2.0,408.0,378.0,0.0,48.0,36.0,5.0,1091.0,858.0,14.0,1875.0,1781.0,87.0,36487.0,32436.0,3.0,1313.0,952.0,91585.0
