,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,35.28,43.69,,39.56
1,45.83,51.84,0.0,49.19
2,52.62,60.77,,56.93
3,67.4,66.48,100.0,66.91
4,67.68,71.55,100.0,69.84
5,67.61,70.58,,69.14
6,72.4,73.91,,73.2
7,76.09,76.95,100.0,76.57
8,76.07,71.88,,73.76
9,64.53,66.59,75.0,65.65
