,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,,42.86,,,0.0,68.89,50.0,53.85
1,,50.0,100.0,,100.0,64.91,75.0,60.61
2,,52.08,0.0,,,71.67,0.0,61.82
3,,57.14,100.0,,,84.62,0.0,72.41
4,,77.78,0.0,,,77.27,100.0,77.05
5,,66.67,,,50.0,80.52,100.0,73.72
6,,71.43,,,0.0,90.12,100.0,81.29
7,,72.0,100.0,,,90.48,,81.88
8,,69.66,,,100.0,84.3,33.33,78.52
9,,64.47,60.0,,50.0,81.34,64.71,73.67
