-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,22.0,17.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,4.0,0.0,233.0,179.0,0.0,149.0,140.0,761.0
30-34,0.0,20.0,13.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,5.0,4.0,0.0,190.0,195.0,1.0,111.0,97.0,648.0
35-39,0.0,6.0,14.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,196.0,185.0,0.0,129.0,88.0,626.0
40-44,0.0,18.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,192.0,193.0,0.0,100.0,77.0,605.0
45-49,0.0,18.0,18.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,233.0,251.0,0.0,112.0,98.0,740.0
50-54,0.0,21.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,255.0,227.0,0.0,134.0,115.0,781.0
55-59,0.0,12.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,311.0,259.0,0.0,150.0,119.0,877.0
60-64,0.0,13.0,20.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,342.0,303.0,0.0,155.0,99.0,939.0
65-OVER,0.0,36.0,50.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,910.0,862.0,0.0,365.0,272.0,2507.0
TOTAL,0.0,166.0,188.0,0.0,18.0,13.0,0.0,2.0,3.0,0.0,27.0,14.0,0.0,12.0,14.0,0.0,2862.0,2654.0,1.0,1405.0,1105.0,8484.0
