AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,9333.0,8.0,527.0,555.0,1.0,117.0,57.0,0.0,8.0,4.0,1.0,159.0,148.0,1.0,147.0,98.0,7.0,3196.0,2896.0,6.0,763.0,634.0
30-34,9627.0,6.0,577.0,592.0,0.0,94.0,60.0,0.0,4.0,5.0,0.0,181.0,119.0,1.0,109.0,95.0,9.0,3401.0,2936.0,3.0,874.0,561.0
35-39,9633.0,2.0,571.0,542.0,1.0,95.0,64.0,0.0,9.0,4.0,0.0,144.0,101.0,1.0,124.0,91.0,4.0,3401.0,2934.0,1.0,924.0,620.0
40-44,9213.0,3.0,481.0,457.0,0.0,79.0,57.0,0.0,6.0,7.0,0.0,141.0,79.0,1.0,123.0,118.0,3.0,3314.0,2815.0,3.0,872.0,654.0
45-49,9882.0,5.0,451.0,483.0,1.0,56.0,47.0,0.0,13.0,4.0,0.0,131.0,90.0,0.0,129.0,78.0,3.0,3532.0,3224.0,0.0,949.0,686.0
50-54,9641.0,2.0,360.0,416.0,0.0,52.0,40.0,0.0,4.0,3.0,0.0,120.0,83.0,0.0,124.0,90.0,0.0,3552.0,3135.0,2.0,910.0,748.0
55-59,9184.0,4.0,276.0,303.0,0.0,53.0,47.0,0.0,1.0,4.0,0.0,82.0,88.0,1.0,121.0,88.0,1.0,3567.0,3184.0,1.0,731.0,632.0
60-64,8090.0,2.0,241.0,218.0,0.0,65.0,50.0,0.0,1.0,4.0,0.0,65.0,53.0,0.0,119.0,91.0,2.0,3259.0,2935.0,0.0,524.0,461.0
65-OVER,17307.0,5.0,517.0,415.0,0.0,80.0,88.0,0.0,4.0,6.0,0.0,67.0,66.0,0.0,268.0,229.0,3.0,7327.0,6541.0,1.0,950.0,740.0
TOTAL,91910.0,37.0,4001.0,3981.0,3.0,691.0,510.0,0.0,50.0,41.0,1.0,1090.0,827.0,5.0,1264.0,978.0,32.0,34549.0,30600.0,17.0,7497.0,5736.0
