,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,36.29,53.94,100.0,45.3
1,50.48,62.28,,57.23
2,53.77,75.32,,65.44
3,63.87,67.39,,65.8
4,69.52,76.14,,73.33
5,71.48,78.95,,75.41
6,71.43,80.0,,75.71
7,78.81,84.68,,82.06
8,81.37,80.35,,80.8
9,67.57,75.12,100.0,71.68
