-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,11.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,225.0,200.0,0.0,6.0,2.0,459.0
30-34,0.0,7.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,218.0,165.0,0.0,0.0,2.0,412.0
35-39,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,183.0,181.0,0.0,1.0,1.0,376.0
40-44,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,223.0,215.0,0.0,1.0,0.0,461.0
45-49,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,278.0,247.0,0.0,1.0,0.0,550.0
50-54,0.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,308.0,310.0,0.0,0.0,2.0,639.0
55-59,0.0,17.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,407.0,344.0,0.0,1.0,0.0,785.0
60-64,0.0,9.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,469.0,380.0,0.0,0.0,1.0,881.0
65-OVER,0.0,46.0,46.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,1983.0,1742.0,0.0,1.0,3.0,3832.0
TOTAL,0.0,115.0,120.0,0.0,4.0,7.0,0.0,2.0,3.0,0.0,17.0,7.0,0.0,9.0,11.0,0.0,4294.0,3784.0,0.0,11.0,11.0,8395.0
