-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,10.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,8.0,0.0,0.0,1.0,0.0,57.0,58.0,0.0,1.0,4.0,163.0
30-34,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,0.0,0.0,79.0,67.0,0.0,7.0,4.0,184.0
35-39,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,74.0,52.0,0.0,2.0,4.0,148.0
40-44,0.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,78.0,75.0,0.0,7.0,1.0,183.0
45-49,0.0,3.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,62.0,55.0,0.0,5.0,2.0,142.0
50-54,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,84.0,71.0,0.0,6.0,5.0,184.0
55-59,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,65.0,77.0,0.0,9.0,5.0,166.0
60-64,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,66.0,0.0,4.0,8.0,153.0
65-OVER,0.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,203.0,155.0,0.0,14.0,6.0,390.0
TOTAL,0.0,33.0,52.0,0.0,9.0,7.0,0.0,0.0,1.0,0.0,39.0,29.0,0.0,3.0,1.0,0.0,769.0,676.0,0.0,55.0,39.0,1713.0
