AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,2335.0,2.0,216.0,149.0,0.0,12.0,7.0,0.0,0.0,1.0,0.0,19.0,9.0,0.0,3.0,6.0,2.0,898.0,723.0,0.0,202.0,86.0
30-34,2836.0,0.0,242.0,209.0,0.0,13.0,11.0,0.0,0.0,1.0,0.0,20.0,14.0,0.0,5.0,11.0,1.0,1108.0,855.0,0.0,261.0,85.0
35-39,3269.0,0.0,244.0,229.0,0.0,13.0,6.0,0.0,1.0,0.0,0.0,23.0,8.0,0.0,5.0,3.0,0.0,1274.0,1065.0,0.0,285.0,113.0
40-44,3673.0,1.0,257.0,215.0,0.0,14.0,11.0,0.0,2.0,2.0,0.0,27.0,12.0,0.0,11.0,5.0,0.0,1440.0,1182.0,0.0,317.0,177.0
45-49,4442.0,1.0,288.0,239.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,18.0,20.0,0.0,9.0,10.0,1.0,1779.0,1495.0,0.0,362.0,201.0
50-54,4459.0,0.0,247.0,206.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,15.0,16.0,0.0,13.0,8.0,0.0,1774.0,1584.0,0.0,363.0,211.0
55-59,4101.0,1.0,205.0,188.0,0.0,9.0,8.0,0.0,1.0,0.0,0.0,13.0,11.0,0.0,11.0,9.0,0.0,1638.0,1554.0,0.0,258.0,195.0
60-64,3630.0,0.0,148.0,161.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,8.0,4.0,0.0,1489.0,1389.0,0.0,233.0,158.0
65-OVER,9097.0,1.0,411.0,352.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,19.0,20.0,0.0,8.0,11.0,2.0,4016.0,3503.0,0.0,469.0,262.0
TOTAL,37842.0,6.0,2258.0,1948.0,0.0,105.0,85.0,0.0,5.0,5.0,0.0,164.0,116.0,0.0,73.0,67.0,6.0,15416.0,13350.0,0.0,2750.0,1488.0
