-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,36.0,34.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,9.0,10.0,0.0,6.0,6.0,1.0,612.0,538.0,0.0,110.0,87.0,1461.0
30-34,0.0,24.0,24.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,9.0,4.0,0.0,6.0,9.0,0.0,567.0,425.0,0.0,71.0,57.0,1202.0
35-39,0.0,27.0,27.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,7.0,4.0,0.0,536.0,466.0,0.0,75.0,54.0,1213.0
40-44,1.0,24.0,29.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,5.0,7.0,0.0,533.0,426.0,0.0,68.0,50.0,1161.0
45-49,0.0,19.0,22.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,6.0,2.0,0.0,595.0,542.0,0.0,73.0,71.0,1352.0
50-54,0.0,26.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,6.0,0.0,636.0,558.0,0.0,80.0,75.0,1415.0
55-59,1.0,30.0,25.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,4.0,9.0,1.0,685.0,587.0,0.0,63.0,72.0,1489.0
60-64,0.0,20.0,28.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,686.0,608.0,0.0,89.0,57.0,1500.0
65-OVER,3.0,42.0,42.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,2.0,3.0,2.0,2041.0,1778.0,0.0,202.0,120.0,4249.0
TOTAL,5.0,248.0,255.0,0.0,32.0,18.0,0.0,6.0,2.0,0.0,47.0,42.0,0.0,42.0,48.0,4.0,6891.0,5928.0,0.0,831.0,643.0,15042.0
