PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1A,66.67,61.36,69.23,0.00,54.55,71.72,62.50,70.29
1B,0.00,58.21,64.00,60.00,33.33,63.56,48.69,61.97
1C,50.00,51.25,50.00,100.0,42.86,65.86,45.45,63.24
1D,0.00,53.03,35.29,100.0,50.00,69.30,43.26,66.05
2A,46.15,71.21,63.64,100.0,44.44,71.89,52.42,69.59
2B,66.67,51.75,63.04,0.00,21.43,65.06,41.86,60.97
2C,52.17,65.24,77.50,0.00,47.06,69.62,59.09,67.82
3A,100.0,51.16,100.0,20.00,100.0,65.09,37.50,60.82
3B,0.00,58.73,71.43,0.00,33.33,68.68,49.41,64.10
3C,50.00,51.92,40.00,0.00,33.33,66.77,44.52,61.96
3D,50.00,60.26,61.11,66.67,60.00,68.85,52.02,65.92
4A,46.67,55.66,44.12,50.00,60.00,64.65,42.17,61.50
4B,83.33,55.34,57.14,0.00,57.14,62.46,42.19,59.31
4C,75.00,52.38,40.74,0.00,42.11,60.60,50.36,58.65
5A,44.44,60.25,40.62,25.00,71.43,61.82,43.68,59.65
5B,31.43,58.07,56.25,66.67,58.33,60.25,49.09,58.23
5C,37.04,58.08,50.00,100.0,33.33,67.65,48.65,63.70
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,45.50,57.42,56.51,51.61,48.26,65.72,48.56,62.86
