PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1A,63.74,71.10,0.00,67.63
1B,48.44,66.40,0.00,58.55
2A,46.12,63.00,0.00,55.30
2B,58.33,69.11,0.00,64.07
3A,44.89,64.39,0.00,55.38
3B,47.47,63.26,0.00,56.11
3C,63.70,72.58,0.00,67.95
4A,55.65,63.19,0.00,59.71
4B,61.34,68.30,0.00,65.07
4C,56.32,63.64,0.00,59.32
99999,0.00,0.00,0.00,0.00
TOTAL,53.82,65.91,0.00,60.30
