,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,45.87,60.9,,54.13
1,46.67,60.99,,54.88
2,48.36,58.54,,53.47
3,50.53,73.5,100.0,63.38
4,66.96,78.63,,72.84
5,68.42,68.54,,68.48
6,72.26,77.71,,75.0
7,77.93,84.38,,81.31
8,68.0,74.22,,71.48
9,63.06,71.69,100.0,67.72
