,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,28.58,37.79,25.0,33.68
1,40.48,45.4,20.0,43.25
2,47.79,53.0,75.0,50.75
3,52.88,60.1,100.0,56.91
4,60.35,64.48,,62.62
5,62.47,70.12,,66.57
6,65.84,72.26,,69.29
7,71.11,74.35,0.0,72.83
8,71.83,70.82,11.76,71.18
9,56.04,60.43,26.83,58.44
