,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,31.56,39.87,,36.35
1,42.41,47.96,,45.88
2,48.51,49.6,,49.11
3,55.79,52.21,0.0,53.72
4,53.71,61.28,,58.28
5,61.84,66.67,,64.38
6,70.39,70.9,,70.65
7,69.59,65.07,,67.14
8,68.22,72.09,0.0,70.18
9,57.33,59.04,0.0,58.25
