-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,36.0,54.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,106.0,89.0,0.0,10.0,5.0,0.0,1288.0,1135.0,0.0,81.0,61.0,2885.0
30-34,1.0,38.0,42.0,0.0,2.0,5.0,0.0,2.0,2.0,0.0,98.0,73.0,0.0,8.0,5.0,0.0,1092.0,989.0,0.0,62.0,38.0,2457.0
35-39,0.0,36.0,41.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,90.0,71.0,0.0,8.0,4.0,1.0,1149.0,954.0,0.0,49.0,35.0,2448.0
40-44,1.0,24.0,31.0,0.0,7.0,3.0,0.0,2.0,2.0,0.0,64.0,56.0,0.0,13.0,10.0,0.0,1202.0,1110.0,0.0,48.0,51.0,2624.0
45-49,0.0,24.0,42.0,0.0,4.0,10.0,0.0,2.0,1.0,0.0,58.0,63.0,0.0,13.0,9.0,0.0,1337.0,1254.0,0.0,68.0,63.0,2948.0
50-54,1.0,25.0,22.0,0.0,6.0,8.0,0.0,0.0,1.0,0.0,46.0,47.0,0.0,11.0,12.0,0.0,1334.0,1218.0,0.0,76.0,67.0,2874.0
55-59,0.0,30.0,32.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,35.0,42.0,0.0,4.0,7.0,0.0,1312.0,1139.0,0.0,53.0,53.0,2716.0
60-64,0.0,26.0,27.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,21.0,24.0,0.0,5.0,4.0,0.0,1219.0,1037.0,0.0,38.0,38.0,2446.0
65-OVER,1.0,50.0,44.0,0.0,4.0,6.0,0.0,3.0,2.0,0.0,38.0,42.0,0.0,9.0,12.0,0.0,3132.0,2723.0,0.0,119.0,78.0,6263.0
TOTAL,4.0,289.0,335.0,0.0,40.0,59.0,0.0,10.0,9.0,0.0,556.0,507.0,0.0,81.0,68.0,1.0,13065.0,11559.0,0.0,594.0,484.0,27661.0
