AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,519.0,1.0,26.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,1.0,1.0,171.0,133.0,0.0,85.0,54.0
30-34,434.0,0.0,10.0,15.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,1.0,2.0,0.0,148.0,131.0,0.0,66.0,35.0
35-39,400.0,0.0,8.0,26.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,133.0,117.0,0.0,67.0,37.0
40-44,435.0,0.0,15.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,167.0,115.0,0.0,68.0,39.0
45-49,500.0,0.0,13.0,17.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0,181.0,182.0,0.0,57.0,36.0
50-54,518.0,0.0,17.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,1.0,0.0,186.0,180.0,0.0,51.0,60.0
55-59,502.0,0.0,7.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,189.0,166.0,0.0,65.0,55.0
60-64,521.0,0.0,11.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,190.0,159.0,0.0,81.0,58.0
65-OVER,1421.0,0.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,601.0,502.0,0.0,154.0,115.0
TOTAL,5250.0,1.0,120.0,167.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,53.0,34.0,0.0,10.0,9.0,1.0,1966.0,1685.0,0.0,694.0,489.0
