PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,0.00,45.45,47.83,0.00,40.00,66.38,52.41,64.64
02,100.0,66.67,40.00,0.00,20.00,71.78,73.68,71.28
03,33.33,66.67,76.47,75.00,44.44,62.02,47.12,61.04
04,100.0,66.67,66.67,100.0,75.00,67.36,50.00,66.53
05,40.00,80.00,53.85,100.0,53.85,64.81,58.21,64.25
06,50.00,50.00,50.00,0.00,0.00,72.09,63.64,71.36
07,100.0,0.00,42.86,0.00,66.67,75.17,59.02,74.20
08,66.67,75.00,33.33,50.00,100.0,69.92,62.50,69.52
09,71.43,0.00,40.00,0.00,50.00,68.47,50.00,66.84
10,0.00,50.00,39.58,100.0,40.00,65.75,40.74,63.42
11,100.0,50.00,68.42,0.00,33.33,69.15,52.17,68.33
12,0.00,100.0,50.00,0.00,71.43,72.23,57.69,71.48
13,100.0,50.00,70.59,0.00,75.00,75.25,60.98,74.47
TOTAL,59.52,59.18,51.30,70.00,53.85,68.76,54.83,67.65
